name,imageUrl,productUrl,sku,priceRegular,priceSale
POWERFIST 39-Drawer 4-Sided Parts Storage CabinetQUICK SHOPPOWERFIST 39-Drawer 4-Sided Parts Storage CabinetSKU:9168949Compare4.8(9)$44.99$29.99,,https://www.princessauto.com/en/39-drawer-4-sided-parts-storage-cabinet/product/PA0009168949,,,
SEA FOAM Sea Foam Motor TreatmentQUICK SHOPSEA FOAM Sea Foam Motor TreatmentSKU:8698508Compare4.9(1806)$14.99$12.99,,https://www.princessauto.com/en/sea-foam-motor-treatment/product/PA0008698508,,,
"EVERGEAR AUTOMOTIVE 5,000 Lumen High Bay Screw-In LightHOT BUYQUICK SHOPEVERGEAR AUTOMOTIVE 5,000 Lumen High Bay Screw-In LightSKU:9103458Compare4.8(21)$21.88",,https://www.princessauto.com/en/5000-lumen-high-bay-screw-in-light/product/PA0009103458,,,
4 x 5 in. Brass SheetQUICK SHOP 4 x 5 in. Brass SheetSKU:9514183Compare0.0(0)$2.99$1.69,,https://www.princessauto.com/en/4-x-5-in-brass-sheet/product/PA0009514183,,,
15A Tamper-Resistant Outlet with 2 USB PortsQUICK SHOP 15A Tamper-Resistant Outlet with 2 USB PortsSKU:9513011Compare4.0(1)$14.99$9.99,,https://www.princessauto.com/en/15a-tamper-resistant-outlet-with-2-usb-ports/product/PA0009513011,,,
4 pk Chrome Hex Valve CapsQUICK SHOP 4 pk Chrome Hex Valve CapsSKU:9513243Compare0.0(0)$2.49$1.49,,https://www.princessauto.com/en/4-pk-chrome-hex-valve-caps/product/PA0009513243,,,
POWERFIST 6 pc Titanium Saw Drill Bit SetQUICK SHOPPOWERFIST 6 pc Titanium Saw Drill Bit SetSKU:8999989Compare4.4(13)$15.99$6.99,,https://www.princessauto.com/en/6-pc-titanium-saw-drill-bit-set/product/PA0008999989,,,
POWERFIST 3 pc Hinge Drill Bit SetQUICK SHOPPOWERFIST 3 pc Hinge Drill Bit SetSKU:9023052Compare4.2(6)$19.99$7.99,,https://www.princessauto.com/en/3-pc-hinge-drill-bit-set/product/PA0009023052,,,
TURBO POWER 4 pk All-Season Turbo Power Windshield Washer FluidQUICK SHOPTURBO POWER 4 pk All-Season Turbo Power Windshield Washer FluidSKU:9085416Compare5.0(1)$18.99$17.77,,https://www.princessauto.com/en/4-pk-all-season-turbo-power-windshield-washer-fluid/product/PA0009085416,,,
2-Outlet 2-USB Wall TapQUICK SHOP 2-Outlet 2-USB Wall TapSKU:9413717Compare5.0(1)$11.99$7.99,,https://www.princessauto.com/en/2-outlet-2-usb-wall-tap/product/PA0009413717,,,
KLEEN-FLO Brake CleanerQUICK SHOPKLEEN-FLO Brake CleanerSKU:8201907Compare4.3(48)$9.99$5.99,,https://www.princessauto.com/en/brake-cleaner/product/PA0008201907,,,
SCEPTER Self-Venting Gas CansQUICK SHOPSCEPTER Self-Venting Gas Cans  Compare4.8(98)$16.99,,https://www.princessauto.com/en/self-venting-gas-cans/product/PA1000003597,,,
1/2 Pint Clear Quick-Fill FunnelQUICK SHOP 1/2 Pint Clear Quick-Fill FunnelSKU:9500315Compare0.0(0)$3.99$2.29,,https://www.princessauto.com/en/1-2-pint-clear-quick-fill-funnel/product/PA0009500315,,,
Double-Loop CarabinerQUICK SHOP Double-Loop CarabinerSKU:9513821Compare0.0(0)$2.99$1.99,,https://www.princessauto.com/en/double-loop-carabiner/product/PA0009513821,,,
POWERFIST Heavy Duty Poly TarpsQUICK SHOPPOWERFIST Heavy Duty Poly Tarps  Compare4.4(1118)$89.99,,https://www.princessauto.com/en/heavy-duty-poly-tarps/product/PA1000002379,,,
16.4 ft Double-Sided Foam TapeQUICK SHOP 16.4 ft Double-Sided Foam TapeSKU:9172750Compare4.5(4)$2.99$1.99,,https://www.princessauto.com/en/164-ft-double-sided-foam-tape/product/PA0009172750,,,
POWERFIST 37 pc Bit Ratchet SetQUICK SHOPPOWERFIST 37 pc Bit Ratchet SetSKU:9389230Compare0.0(0)$29.99$24.99,,https://www.princessauto.com/en/37-pc-bit-ratchet-set/product/PA0009389230,,,
8 in. Adjustable Black-Chrome-Plated Blemished WrenchQUICK SHOP 8 in. Adjustable Black-Chrome-Plated Blemished WrenchSKU:9420407Compare0.0(0)$5.99$3.99,,https://www.princessauto.com/en/8-in-adjustable-black-chrome-plated-blemished-wrench/product/PA0009420407,,,
CARGO MASTER 24 pc Rubber Bungee Cord SetHOT BUYQUICK SHOPCARGO MASTER 24 pc Rubber Bungee Cord SetSKU:9292855Compare4.0(1)$7.99,,https://www.princessauto.com/en/24-pc-rubber-bungee-cord-set/product/PA0009292855,,,
POWERFIST 6 pk 1-7/8 in. Alligator ClipsQUICK SHOPPOWERFIST 6 pk 1-7/8 in. Alligator ClipsSKU:4210784Compare5.0(1)$3.99$2.49,,https://www.princessauto.com/en/6-pk-1-7-8-in-alligator-clips/product/PA0004210784,,,
4 in. Rust Remover Wheel WireQUICK SHOP 4 in. Rust Remover Wheel WireSKU:9523721Compare0.0(0)$3.99$2.49,,https://www.princessauto.com/en/4-in-rust-remover-wheel-wire/product/PA0009523721,,,
Large Fast-Fill FunnelQUICK SHOP Large Fast-Fill FunnelSKU:9500331Compare0.0(0)$4.99$3.49,,https://www.princessauto.com/en/large-fast-fill-funnel/product/PA0009500331,,,
"RENEGADE 1,600 lb 2-Tier Mobile Tire RackQUICK SHOPRENEGADE 1,600 lb 2-Tier Mobile Tire RackSKU:8704678Compare4.5(127)$199.99$159.99",,https://www.princessauto.com/en/1600-lb-2-tier-mobile-tire-rack/product/PA0008704678,,,
POWERFIST Tan Pile Lined Mitts,/ccstore/v1/images/?source=/file/v7030262159343464568/products/8669996_A0CG_00_01.jpg&height=300&width=300,https://www.princessauto.com/en/tan-pile-lined-mitts/product/PA1000000271,8669988,11.99,7.99
POWERFIST Insulated Poly Tarps,/ccstore/v1/images/?source=/file/v3089382931165246366/products/9284654_A0CG_00_01.jpg&height=300&width=300,https://www.princessauto.com/en/insulated-poly-tarps/product/PA1000002378,8647844,,
POWERFIST All-Purpose Poly Tarps,/ccstore/v1/images/?source=/file/v234746345129283939/products/8648727_A0CG_00_01.jpg&height=300&width=300,https://www.princessauto.com/en/all-purpose-poly-tarps/product/PA1000002380,8648719,,
POWER ZONE 3 Ton Quick-Lift Floor Jack with Dual Pumps,/file/v1102669931127092642/general/no-image.png,https://www.princessauto.com/en/3-ton-quick-lift-floor-jack-with-dual-pumps/product/PA0009479056,9479056,,
MAKITA 4-1/2 in. x 1.2 mm Abrasive Cut-Off Wheel,/ccstore/v1/images/?source=/file/v44138874211408975/products/9238502_A0CG_00_01.jpg&height=300&width=300,https://www.princessauto.com/en/4-1-2-in-x-12-mm-abrasive-cut-off-wheel/product/PA0009238502,9238502,2.59,1.29
POWERFIST 600 lb Moving Dolly,/ccstore/v1/images/?source=/file/v2142266928262523439/products/8851966_A0CG_00_01.jpg&height=300&width=300,https://www.princessauto.com/en/600-lb-moving-dolly/product/PA0008851966,8851966,29.99,15.99
"2 in. x 22 ft 8,000 lb Ratchet Tie-Down Strap",/ccstore/v1/images/?source=/file/v3002253648505966067/products/8979957_A0CG_00_01.jpg&height=300&width=300,https://www.princessauto.com/en/2-in-x-22-ft-8000-lb-ratchet-tie-down-strap/product/PA0008979957,8979957,,
GREASE & GEAR 2 pc Magnetic Tray Set,/ccstore/v1/images/?source=/file/v6102026622721190983/products/9432055_A1C0_00_01.jpg&height=300&width=300,https://www.princessauto.com/en/2-pc-magnetic-tray-set/product/PA0009432055,9432055,,
WATSON GLOVES Large Winter Whammy Lined Work Gloves,/ccstore/v1/images/?source=/file/v6892208861181763094/products/8351843_A0CG_00_01.jpg&height=300&width=300,https://www.princessauto.com/en/large-winter-whammy-lined-work-gloves/product/PA0008351843,8351843,,
POWERFIST 13-3/4 in. Wood-Handle Carbon-Steel Wire Brushes,/ccstore/v1/images/?source=/file/v2418158535624622457/products/8851230_A0CG_00_01.jpg&height=300&width=300,https://www.princessauto.com/en/13-3-4-in-wood-handle-carbon-steel-wire-brushes/product/PA1000003252,8851222,,
"GREASE & GEAR 46 in. LED 10,000 Lumen Shop Light",/ccstore/v1/images/?source=/file/v9029966626361375974/products/9479593_A0CG_00_01.jpg&height=300&width=300,https://www.princessauto.com/en/46-in-led-10000-lumen-shop-light/product/PA0009479593,9479593,,
POWERFIST 36 in. Ergonomic Snow Pusher,/ccstore/v1/images/?source=/file/v615234714902810289/products/9052705_F1C0_00_01.jpg&height=300&width=300,https://www.princessauto.com/en/36-in-ergonomic-snow-pusher/product/PA0009052705,9052705,,
