name,imageUrl,productUrl,sku,priceRegular,priceSale
800 ml Room DehumidifierQUICK SHOP 800 ml Room DehumidifierSKU:9519596Compare0.0(0)$4.99$2.99,https://www.princessauto.com//ccstore/v1/images/?source=/file/v5179007308473563086/products/9519596_A0CG_00_01.jpg&height=300&width=300&_c=1766084123467,https://www.princessauto.com/en/800-ml-room-dehumidifier/product/PA0009519596,9519596,4.99,2.99
150-Count Pet Waste BagsQUICK SHOP 150-Count Pet Waste BagsSKU:9509498Compare0.0(0)$3.99$2.79,https://www.princessauto.com//ccstore/v1/images/?source=/file/v4353813201498107789/products/9509498_A0CG_00_01.jpg&height=300&width=300&_c=1766084123467,https://www.princessauto.com/en/150-count-pet-waste-bags/product/PA0009509498,9509498,3.99,2.79
POWERFIST 6 pc Impact Socket SetQUICK SHOPPOWERFIST 6 pc Impact Socket SetSKU:9279381Compare5.0(1)$19.99$9.99,https://www.princessauto.com//ccstore/v1/images/?source=/file/v1768292115199571714/products/9279381_A0CG_00_01.jpg&height=300&width=300&_c=1766084123468,https://www.princessauto.com/en/6-pc-impact-socket-set/product/PA0009279381,9279381,19.99,9.99
Large Grain/Split Cowhide GlovesQUICK SHOP Large Grain/Split Cowhide GlovesSKU:9509662Compare0.0(0)$7.99$3.99,https://www.princessauto.com//ccstore/v1/images/?source=/file/v7830339934811516389/products/9509662_A0CG_00_01.jpg&height=300&width=300&_c=1766084123468,https://www.princessauto.com/en/large-grain-split-cowhide-gloves/product/PA0009509662,9509662,7.99,3.99
Tactical BeltQUICK SHOP Tactical BeltSKU:9506064Compare0.0(0)$5.99$4.19,https://www.princessauto.com//ccstore/v1/images/?source=/file/v7754453607660339697/products/9506064_A0CG_00_01.jpg&height=300&width=300&_c=1766084123468,https://www.princessauto.com/en/tactical-belt/product/PA0009506064,9506064,5.99,4.19
POWERFIST 12 pk Double-Ended 1/8 in. Titanium Drill BitsQUICK SHOPPOWERFIST 12 pk Double-Ended 1/8 in. Titanium Drill BitsSKU:8721367Compare4.6(16)$15.99$5.99,https://www.princessauto.com//ccstore/v1/images/?source=/file/v407422033456297418/products/8721367_A0CG_00_01.jpg&height=300&width=300&_c=1766084123468,https://www.princessauto.com/en/12-pk-double-ended-1-8-in-titanium-drill-bits/product/PA0008721367,8721367,15.99,5.99
Black MagSafe WalletQUICK SHOP Black MagSafe WalletSKU:9506882Compare0.0(0)$3.99$1.99,https://www.princessauto.com//ccstore/v1/images/?source=/file/v8913875282916898679/products/9506882_A0CG_00_01.jpg&height=300&width=300&_c=1766084123468,https://www.princessauto.com/en/black-magsafe-wallet/product/PA0009506882,9506882,3.99,1.99
KIDDE Kitchen/Garage Fire ExtinguisherQUICK SHOPKIDDE Kitchen/Garage Fire ExtinguisherSKU:8806218Compare4.2(10)$34.99$19.99,https://www.princessauto.com//ccstore/v1/images/?source=/file/v4059541924957807798/products/8806218_A0CG_00_01.jpg&height=300&width=300&_c=1766084123469,https://www.princessauto.com/en/kitchen-garage-fire-extinguisher/product/PA0008806218,8806218,34.99,19.99
POWERFIST 39-Drawer 4-Sided Parts Storage CabinetQUICK SHOPPOWERFIST 39-Drawer 4-Sided Parts Storage CabinetSKU:9168949Compare4.8(9)$44.99$29.99,https://www.princessauto.com//ccstore/v1/images/?source=/file/v7063683006153183577/products/9168949_A0CG_00_01.jpg&height=300&width=300&_c=1766084123469,https://www.princessauto.com/en/39-drawer-4-sided-parts-storage-cabinet/product/PA0009168949,9168949,44.99,29.99
SEA FOAM Sea Foam Motor TreatmentQUICK SHOPSEA FOAM Sea Foam Motor TreatmentSKU:8698508Compare4.9(1806)$14.99$12.99,https://www.princessauto.com//ccstore/v1/images/?source=/file/v5893565556333116782/products/8698508_A0CG_00_01.jpg&height=300&width=300&_c=1766084123469,https://www.princessauto.com/en/sea-foam-motor-treatment/product/PA0008698508,8698508,14.99,12.99
4 x 5 in. Brass SheetQUICK SHOP 4 x 5 in. Brass SheetSKU:9514183Compare0.0(0)$2.99$1.69,https://www.princessauto.com//ccstore/v1/images/?source=/file/v3975720303904166836/products/9514183_A0CG_00_01.jpg&height=300&width=300&_c=1766084123469,https://www.princessauto.com/en/4-x-5-in-brass-sheet/product/PA0009514183,9514183,2.99,1.69
15A Tamper-Resistant Outlet with 2 USB PortsQUICK SHOP 15A Tamper-Resistant Outlet with 2 USB PortsSKU:9513011Compare4.0(1)$14.99$9.99,https://www.princessauto.com//ccstore/v1/images/?source=/file/v6326556130701084653/products/9513011_A0CG_00_01.jpg&height=300&width=300&_c=1766084123470,https://www.princessauto.com/en/15a-tamper-resistant-outlet-with-2-usb-ports/product/PA0009513011,9513011,14.99,9.99
4 pk Chrome Hex Valve CapsQUICK SHOP 4 pk Chrome Hex Valve CapsSKU:9513243Compare0.0(0)$2.49$1.49,https://www.princessauto.com//ccstore/v1/images/?source=/file/v6812612067178224847/products/9513243_A0CG_00_01.jpg&height=300&width=300&_c=1766084123470,https://www.princessauto.com/en/4-pk-chrome-hex-valve-caps/product/PA0009513243,9513243,2.49,1.49
POWERFIST 6 pc Titanium Saw Drill Bit SetQUICK SHOPPOWERFIST 6 pc Titanium Saw Drill Bit SetSKU:8999989Compare4.4(13)$15.99$6.99,https://www.princessauto.com//ccstore/v1/images/?source=/file/v4535184899230291642/products/8999989_A0CG_00_01.jpg&height=300&width=300&_c=1766084123470,https://www.princessauto.com/en/6-pc-titanium-saw-drill-bit-set/product/PA0008999989,8999989,15.99,6.99
POWERFIST 3 pc Hinge Drill Bit SetQUICK SHOPPOWERFIST 3 pc Hinge Drill Bit SetSKU:9023052Compare4.2(6)$19.99$7.99,https://www.princessauto.com//ccstore/v1/images/?source=/file/v4334579689607662679/products/9023052_A0CG_00_01.jpg&height=300&width=300&_c=1766084123470,https://www.princessauto.com/en/3-pc-hinge-drill-bit-set/product/PA0009023052,9023052,19.99,7.99
TURBO POWER 4 pk All-Season Turbo Power Windshield Washer FluidQUICK SHOPTURBO POWER 4 pk All-Season Turbo Power Windshield Washer FluidSKU:9085416Compare5.0(1)$18.99$17.77,https://www.princessauto.com//ccstore/v1/images/?source=/file/v4573379143104249164/products/9085416_A0CG_00_01.jpg&height=300&width=300&_c=1766084123471,https://www.princessauto.com/en/4-pk-all-season-turbo-power-windshield-washer-fluid/product/PA0009085416,9085416,18.99,17.77
2-Outlet 2-USB Wall TapQUICK SHOP 2-Outlet 2-USB Wall TapSKU:9413717Compare5.0(1)$11.99$7.99,https://www.princessauto.com//ccstore/v1/images/?source=/file/v9137034008383341237/products/9413717_A0CG_00_01.jpg&height=300&width=300&_c=1766084123471,https://www.princessauto.com/en/2-outlet-2-usb-wall-tap/product/PA0009413717,9413717,11.99,7.99
KLEEN-FLO Brake CleanerQUICK SHOPKLEEN-FLO Brake CleanerSKU:8201907Compare4.3(48)$9.99$5.99,https://www.princessauto.com//ccstore/v1/images/?source=/file/v4351531558120885942/products/8201907_A0CG_00_01.jpg&height=300&width=300&_c=1766084123471,https://www.princessauto.com/en/brake-cleaner/product/PA0008201907,8201907,9.99,5.99
1/2 Pint Clear Quick-Fill FunnelQUICK SHOP 1/2 Pint Clear Quick-Fill FunnelSKU:9500315Compare0.0(0)$3.99$2.29,https://www.princessauto.com//ccstore/v1/images/?source=/file/v622701081255365913/products/9500315_A0CG_00_01.jpg&height=300&width=300&_c=1766084123471,https://www.princessauto.com/en/1-2-pint-clear-quick-fill-funnel/product/PA0009500315,9500315,3.99,2.29
Double-Loop CarabinerQUICK SHOP Double-Loop CarabinerSKU:9513821Compare0.0(0)$2.99$1.99,https://www.princessauto.com//ccstore/v1/images/?source=/file/v8107684672391566502/products/9513821_A0CG_00_01.jpg&height=300&width=300&_c=1766084123471,https://www.princessauto.com/en/double-loop-carabiner/product/PA0009513821,9513821,2.99,1.99
16.4 ft Double-Sided Foam TapeQUICK SHOP 16.4 ft Double-Sided Foam TapeSKU:9172750Compare4.5(4)$2.99$1.99,https://www.princessauto.com//ccstore/v1/images/?source=/file/v6843025542552904243/products/9172750_A0CG_00_01.jpg&height=300&width=300&_c=1766084123472,https://www.princessauto.com/en/164-ft-double-sided-foam-tape/product/PA0009172750,9172750,2.99,1.99
POWERFIST 37 pc Bit Ratchet SetQUICK SHOPPOWERFIST 37 pc Bit Ratchet SetSKU:9389230Compare0.0(0)$29.99$24.99,https://www.princessauto.com//ccstore/v1/images/?source=/file/v8678437982360692907/products/9389230_A0CG_00_01.jpg&height=300&width=300&_c=1766084123472,https://www.princessauto.com/en/37-pc-bit-ratchet-set/product/PA0009389230,9389230,29.99,24.99
8 in. Adjustable Black-Chrome-Plated Blemished WrenchQUICK SHOP 8 in. Adjustable Black-Chrome-Plated Blemished WrenchSKU:9420407Compare0.0(0)$5.99$3.99,https://www.princessauto.com//ccstore/v1/images/?source=/file/v1733455684586991929/products/9420407_A0CG_00_01.jpg&height=300&width=300&_c=1766084123473,https://www.princessauto.com/en/8-in-adjustable-black-chrome-plated-blemished-wrench/product/PA0009420407,9420407,5.99,3.99
POWERFIST 6 pk 1-7/8 in. Alligator ClipsQUICK SHOPPOWERFIST 6 pk 1-7/8 in. Alligator ClipsSKU:4210784Compare5.0(1)$3.99$2.49,https://www.princessauto.com//ccstore/v1/images/?source=/file/v4230956163790343446/products/4210784_A0CG_00_01.jpg&height=300&width=300&_c=1766084123473,https://www.princessauto.com/en/6-pk-1-7-8-in-alligator-clips/product/PA0004210784,4210784,3.99,2.49
4 in. Rust Remover Wheel WireQUICK SHOP 4 in. Rust Remover Wheel WireSKU:9523721Compare0.0(0)$3.99$2.49,https://www.princessauto.com//ccstore/v1/images/?source=/file/v2313601576428619871/products/9523721_A0CG_00_01.jpg&height=300&width=300&_c=1766084123473,https://www.princessauto.com/en/4-in-rust-remover-wheel-wire/product/PA0009523721,9523721,3.99,2.49
Large Fast-Fill FunnelQUICK SHOP Large Fast-Fill FunnelSKU:9500331Compare0.0(0)$4.99$3.49,https://www.princessauto.com//ccstore/v1/images/?source=/file/v3063851707902911632/products/9500331_A0CG_00_01.jpg&height=300&width=300&_c=1766084123473,https://www.princessauto.com/en/large-fast-fill-funnel/product/PA0009500331,9500331,4.99,3.49
"RENEGADE 1,600 lb 2-Tier Mobile Tire RackQUICK SHOPRENEGADE 1,600 lb 2-Tier Mobile Tire RackSKU:8704678Compare4.5(127)$199.99$159.99",https://www.princessauto.com//ccstore/v1/images/?source=/file/v6746480950932288930/products/8704678_A0CG_00_01.jpg&height=300&width=300&_c=1766084123474,https://www.princessauto.com/en/1600-lb-2-tier-mobile-tire-rack/product/PA0008704678,8704678,199.99,159.99
ERICKSON Pro Series Retractable Ratchet Tie-Down Strap Sets,/ccstore/v1/images/?source=/file/v8341251146257862725/products/8241945_A0CG_00_01.jpg&height=300&width=300,https://www.princessauto.com/en/pro-series-retractable-ratchet-tie-down-strap-sets/product/PA1000003026,8241945,29.99,19.99
POWERFIST Tan Pile Lined Mitts,/ccstore/v1/images/?source=/file/v7030262159343464568/products/8669996_A0CG_00_01.jpg&height=300&width=300,https://www.princessauto.com/en/tan-pile-lined-mitts/product/PA1000000271,8669988,11.99,7.99
MAKITA 4-1/2 in. x 1.2 mm Abrasive Cut-Off Wheel,/ccstore/v1/images/?source=/file/v44138874211408975/products/9238502_A0CG_00_01.jpg&height=300&width=300,https://www.princessauto.com/en/4-1-2-in-x-12-mm-abrasive-cut-off-wheel/product/PA0009238502,9238502,2.59,1.29
POWERFIST 600 lb Moving Dolly,/ccstore/v1/images/?source=/file/v2142266928262523439/products/8851966_A0CG_00_01.jpg&height=300&width=300,https://www.princessauto.com/en/600-lb-moving-dolly/product/PA0008851966,8851966,29.99,15.99
